"address","area","bedrooms","date","floors","price","title","url"
"Phố Hoàng Cầu, ,, Phường Ô Chợ Dừa, ,, Quận Đống Đa, , Hà Nội","38 m2","3 phòng ngủ","Hôm nay","5 lầu","11,8 tỷ","Bán nhà ngõ 34 Hoàng Cầu - Ô tô, 2 mặt ngõ - Ở sướng sát hồ - Khu VIP nhất Đống Đa","https://alonhadat.com.vn/ban-nha-ngo-34-hoang-cau-o-to-2-mat-ngo-o-suong-sat-ho-khu-vip-nhat-dong-da-16259856.html"
"Đường Trương Định, ,, Phường Trương Định, ,, Quận Hai Bà Trưng, , Hà Nội","45 m2","7 phòng ngủ","Hôm nay","5 lầu","8,3 tỷ","BÁN TOÀ NHÀ CĂN HỘ DỊCH VỤ BÁCH - KINH - XÂY, DOANH THU 45 triệu/tháng","https://alonhadat.com.vn/ban-toa-nha-can-ho-dich-vu-bach-kinh-xay-doanh-thu-45-trieu-thang-15109165.html"
"Phố Lý Nam Đế, ,, Phường Hàng Mã, ,, Quận Hoàn Kiếm, , Hà Nội","40 m2","3 phòng ngủ","Hôm nay","5 lầu","13,8 tỷ","Cần bán nhà phố cổ Lý Nam Đế 40m, 5 tầng, giá 13.8tỷ, ngõ thông, oto đỗ.","https://alonhadat.com.vn/can-ban-nha-pho-co-ly-nam-de-40m-5-tang-gia-13-8ty-ngo-thong-oto-do--15653365.html"
"Đường Thôn Đìa-Nam Hồng, ,, Xã Nam Hồng, ,, Huyện Đông Anh, , Hà Nội","68 m2","","Hôm nay","","1 ngàn","BÁN 68M BÌA LÀNG NAM HỒNG, ĐƯỜNG QH 17M GIÁ ĐẦU TƯ.","https://alonhadat.com.vn/ban-68m-bia-lang-nam-hong-duong-qh-17m-gia-dau-tu--16308251.html"
"Đường Minh Khai, ,, Phường Vĩnh Tuy, ,, Quận Hai Bà Trưng, , Hà Nội","45 m2","3 phòng ngủ","Hôm nay","5 lầu","10,5 tỷ","Bán nhà phố Minh Khai, gần Time City, ngõ thông, gara oto, dt45m, 5 tầng, mt 4m, giá 10.5","https://alonhadat.com.vn/ban-nha-pho-minh-khai-gan-time-city-ngo-thong-gara-oto-dt45m-5-tang-mt-4m-gia-10-5-14918533.html"
"Phố Phan Chu Trinh, ,, Phường Phan Chu Trinh, ,, Quận Hoàn Kiếm, , Hà Nội","33 m2","4 phòng ngủ","Hôm nay","6 lầu","33 ngàn","Bán nhà MP Phan Chu Trinh, TT Hoàn Kiếm, mặt tiền rộng, giá nhỉnh 33tỷ","https://alonhadat.com.vn/ban-nha-mp-phan-chu-trinh-tt-hoan-kiem-mat-tien-rong-gia-nhinh-33ty-16308245.html"
"Phố Cự Lộc, ,, Phường Thượng Đình, ,, Quận Thanh Xuân, , Hà Nội","82 m2","22 phòng ngủ","Hôm nay","8 lầu","29 tỷ","Bán nhà mặt phố Cự Lộc-82m2*8 tầng,lô góc ,ô tô tránh nhau thu nhập 150tr/tháng giá 29 tỷ","https://alonhadat.com.vn/ban-nha-mat-pho-cu-loc-82m2-8-tang-lo-goc-o-to-tranh-nhau-thu-nhap-150tr-thang-gia-29-ty-16257512.html"
"Phố Trần Quốc Hoàn, ,, Phường Dịch Vọng Hậu, ,, Quận Cầu Giấy, , Hà Nội","60 m2","6 phòng ngủ","Hôm nay","5 lầu","17,95 tỷ","BÁN NHÀ TRẦN QUỐC HOÀN - OTO TRÁNH - 2 THOÁNG - NGÕ THÔNG BÀN CỜ - KINH DOANH - 60M2","https://alonhadat.com.vn/ban-nha-tran-quoc-hoan-oto-tranh-2-thoang-ngo-thong-ban-co-kinh-doanh-60m2-16303887.html"
"Đường Đàm Quang Trung, ,, Phường Long Biên, ,, Quận Long Biên, , Hà Nội","89 m2","5 phòng ngủ","Hôm nay","8 lầu","28,55 tỷ","Bán Nhà Mặt Phố Đàm Quang Trung 89m2 8 Tầng Thang Máy Kinh Doanh, Vỉa Hè 8m Nhỉnh 28 Tỷ","https://alonhadat.com.vn/ban-nha-mat-pho-dam-quang-trung-89m2-8-tang-thang-may-kinh-doanh-via-he-8m-nhinh-28-ty-16306317.html"
"Phố Hoàng Ngân, ,, Phường Nhân Chính, ,, Quận Thanh Xuân, , Hà Nội","73 m2","16 phòng ngủ","Hôm nay","6 lầu","16 tỷ","SIÊU PHẨM 6 TẦNG TM PHỐ HOÀNG NGÂN, DT73M2, MT5M, GIÁ 16 TỶ, DT90TR/THÁNG, FULL NỘI ĐỒ","https://alonhadat.com.vn/sieu-pham-6-tang-tm-pho-hoang-ngan-dt73m2-mt5m-gia-16-ty-dt90tr-thang-full-noi-do-16304025.html"
"Đường Tân Triều, ,, Phường Thanh Xuân Nam, ,, Quận Thanh Xuân, , Hà Nội","40 m2","13 phòng ngủ","Hôm nay","8 lầu","8,7 tỷ","CÒN 1 CĂN CCMN XÂY MỚI .13P KK ,THANG MÁY ,DOANH THU CAO 8.7 TỶ","https://alonhadat.com.vn/con-1-can-ccmn-xay-moi-13p-kk-thang-may-doanh-thu-cao-8-7-ty-16248388.html"
"Phố Vọng, ,, Phường Đồng Tâm, ,, Quận Hai Bà Trưng, , Hà Nội","85 m2","4 phòng ngủ","Hôm nay","5 lầu","12 tỷ","Bán nhà Phố Vọng 85m2 diện tích rộng mặt tiền rộng vị trí đẹp 12 tỷ","https://alonhadat.com.vn/ban-nha-pho-vong-85m2-dien-tich-rong-mat-tien-rong-vi-tri-dep-12-ty-16308010.html"
"Phố Tôn Đức Thắng, ,, Phường Hàng Bột, ,, Quận Đống Đa, , Hà Nội","12 m2","3 phòng ngủ","Hôm nay","4 lầu","2,1 tỷ","Bán nhà Tôn Đức Thắng 12m2 nhà 4 tầng đường trước nhà xe máy tránh nhau 2.1 tỷ","https://alonhadat.com.vn/ban-nha-ton-duc-thang-12m2-nha-4-tang-duong-truoc-nha-xe-may-tranh-nhau-2-1-ty-16308037.html"
"Đường Ngọc Thụy, ,, Phường Ngọc Thụy, ,, Quận Long Biên, , Hà Nội","30 m2","3 phòng ngủ","Hôm nay","5 lầu","6,15 tỷ","PHÂN LÔ - MT 4.8m - GẦN CÔNG VIÊN NGỌC THUỴ - Ở CỰC SƯỚNG","https://alonhadat.com.vn/phan-lo-mt-4-8m-gan-cong-vien-ngoc-thuy-o-cuc-suong-16144038.html"
"Đường Thúy Lĩnh, ,, Phường Lĩnh Nam, ,, Quận Hoàng Mai, , Hà Nội","92 m2","3 phòng ngủ","Hôm nay","3 lầu","12 tỷ","🏡BÁN NHÀ  - MẶT NGÕ THÔNG OTO -  KINH DOANH SẦM UẤT -  92M2 -12 TỶ","https://alonhadat.com.vn/ban-nha-hai-ba-trung-43m2-5-tang-ngo-thoang-gan-mat-pho-nha-xay-tam-huyet-8-5ty-16296187.html"
"Phố Ngọc Trì, ,, Phường Thạch Bàn, ,, Quận Long Biên, , Hà Nội","43 m2","4 phòng ngủ","Hôm nay","7 lầu","9,9 tỷ","Kịch Hiếm- lô góc 3 thoáng-ngõ thông-ô tô tránh-bán nhà Ngọc Trì, Long Biên-9.9tỷ-43m2","https://alonhadat.com.vn/kich-hiem-lo-goc-3-thoang-ngo-thong-o-to-tranh-ban-nha-ngoc-tri-long-bien-9-9ty-43m2-16304755.html"
"Đường Yên Phúc, ,, Phường Văn Quán, ,, Quận Hà Đông, , Hà Nội","50 m2","9 phòng ngủ","Hôm nay","6 lầu","9,2 tỷ","GIÁ ĐẦU TƯ - Toà CCMN KĐT Văn Quán chỉ 184tr/m2 cả nhà","https://alonhadat.com.vn/gia-dau-tu-toa-ccmn-kdt-van-quan-chi-184tr-m2-ca-nha-16075696.html"
"Đường Kim Mã, ,, Phường Kim Mã, ,, Quận Ba Đình, , Hà Nội","30 m2","3 phòng ngủ","Hôm nay","5 lầu","5,95 tỷ","Chính Chủ Bán Nhà Phố Kim Mã - Ba Đình","https://alonhadat.com.vn/chinh-chu-ban-nha-pho-kim-ma-ba-dinh-16287801.html"
"Đường số 23B, ,, Xã Nam Hồng, ,, Huyện Đông Anh, , Hà Nội","42 m2","","Hôm nay","","3,15 tỷ","Hàng Hiếm, Bán 42.5m lô góc Nam Hồng - Đông Anh giá 3.15 tỉ đường thông oto","https://alonhadat.com.vn/hang-hiem-ban-42-5m-lo-goc-nam-hong-dong-anh-gia-3-15-ti-duong-thong-oto-16308495.html"
"Đường số 23B, ,, Xã Nam Hồng, ,, Huyện Đông Anh, , Hà Nội","40 m2","","Hôm nay","","2,55 tỷ","Siêu hiếm, Bán 40m2 đất Nam Hồng - Đông Anh giá 2.55 tỉ","https://alonhadat.com.vn/sieu-hiem-ban-40m2-dat-nam-hong-dong-anh-gia-2-55-ti-16308452.html"
"Đường Xuân Thủy, ,, Phường Dịch Vọng Hậu, ,, Quận Cầu Giấy, , Hà Nội","35 m2","4 phòng ngủ","Hôm nay","5 lầu","7,2 tỷ","BÁN NHÀ XUÂN THUỶ DT35M2*5TẦNG NHÀ LÔ GÓC GẦN PHỐ. CHÀO 7.2 TỶ","https://alonhadat.com.vn/ban-nha-xuan-thuy-dt35m2-5tang-nha-lo-goc-gan-pho-chao-7-2-ty-16288221.html"
"Đường Cầu Giấy, ,, Phường Dịch Vọng, ,, Quận Cầu Giấy, , Hà Nội","42 m2","5 phòng ngủ","Hôm nay","5 lầu","7,4 tỷ","BÁN NHÀ CẦU GIẤY DT42M2*MT4M*5TẦNG DÂN XÂY GẦN OTO. CHỈ 7.4 TỶ","https://alonhadat.com.vn/hang-tuyet-chung-o-cau-giay-dt42m2-mt4m-5tang-dan-xay-gan-oto-chi-7-4-ty-16283594.html"
"Đường Nguyễn Văn Huyên, ,, Phường Dịch Vọng, ,, Quận Cầu Giấy, , Hà Nội","40 m2","6 phòng ngủ","Hôm nay","7 lầu","8,5 tỷ","HIẾM CHỈ 8.5 TỶ NHÀ MỚI 7 TẦNG THANG MÁY PHỐ NGUYỄN VĂN HUYÊN DT40M2*MT5M GẦN PHỐ.","https://alonhadat.com.vn/hiem-chi-8-5-ty-nha-moi-7-tang-thang-may-pho-nguyen-van-huyen-dt40m2-mt5m-gan-pho--16299012.html"
"Đường Hồ Tùng Mậu, ,, Phường Mai Dịch, ,, Quận Cầu Giấy, , Hà Nội","60 m2","12 phòng ngủ","Hôm nay","5 lầu","10,7 tỷ","BÁN CHDV CAO CẤP 102P KK DT60M2*5TẦNG DOANH THU 45TR/TH. Chỉ 10.7 TỶ","https://alonhadat.com.vn/ban-chdv-cao-cap-102p-kk-dt60m2-5tang-doanh-thu-45tr-th-chi-10-7-ty-16302667.html"
"Phố Trần Cung, ,, Phường Nghĩa Tân, ,, Quận Cầu Giấy, , Hà Nội","45 m2","10 phòng ngủ","Hôm nay","6 lầu","10,8 tỷ","BÁN TOÀ CHDV 6 TẦNG THANG MÁY MỚI HOÀNG QUỐC VIỆT DT45M2 OTO GẦN. CHỈ 10.8 TỶ","https://alonhadat.com.vn/ban-toa-chdv-6-tang-thang-may-moi-hoang-quoc-viet-dt45m2-oto-gan-chi-10-8-ty-16290840.html"
"Đường Hồ Tùng Mậu, ,, Phường Mai Dịch, ,, Quận Cầu Giấy, , Hà Nội","45 m2","10 phòng ngủ","Hôm nay","6 lầu","9,2 tỷ","BÁN NHÀ HỒ TÙNG MẬU OTO KINH DOANH DT45M2*6TẦNG 10PHÒNG KK 40TR/TH. CHỈ 9.2 TỶ","https://alonhadat.com.vn/ban-nha-ho-tung-mau-oto-kinh-doanh-dt45m2-6tang-10phong-kk-40tr-th-chi-9-2-ty-16294648.html"
"Phố Văn Quán, ,, Phường Văn Quán, ,, Quận Hà Đông, , Hà Nội","85 m2","4 phòng ngủ","Hôm nay","5 lầu","20 tỷ","Bán nhà KĐT Văn Quán - 85m2 - liền kề - oto tránh - nội thất cao cấp - 20 tỷ","https://alonhadat.com.vn/ban-nha-kdt-van-quan-85m2-lien-ke-oto-tranh-noi-that-cao-cap-20-ty-16307181.html"
"Phố Cù Chính Lan, ,, Phường Khương Mai, ,, Quận Thanh Xuân, , Hà Nội","76 m2","6 phòng ngủ","Hôm nay","5 lầu","20,5 tỷ","""QUÁ HIẾM"" MẶT PHỐ CÙ CHÍNH LAN 76Mx5T, MT5M GIÁ CHỈ 20.5 TỶ","https://alonhadat.com.vn/-qua-hiem-mat-pho-cu-chinh-lan-76mx5t-mt5m-gia-chi-20-5-ty-16227164.html"
"Đường Đoàn Kết, ,, Phường Biên Giang, ,, Quận Hà Đông, , Hà Nội","40 m2","4 phòng ngủ","Hôm nay","5 lầu","4,9 tỷ","📣 HOT HOT – CHÍNH CHỦ BÁN GẤP NHÀ MẶT PHỐ ĐOÀN KẾT – BIÊN GIANG, HÀ ĐÔNGo","https://alonhadat.com.vn/-hot-hot-chinh-chu-ban-gap-nha-mat-pho-doan-ket-bien-giang-ha-dongo-16293340.html"
"Đường Mễ Trì Thượng, ,, Phường Mễ Trì, ,, Quận Nam Từ Liêm, , Hà Nội","60 m2","13 phòng ngủ","Hôm nay","8 lầu","13,9 tỷ","Bán Nhà Mễ Trì Nam Từ Liêm-CHDV Thang Máy,Dòng Tiền 80tr/Tháng 60m 8 tầng Mt 6,8m Giá 13,9","https://alonhadat.com.vn/ban-nha-me-tri-nam-tu-liem-chdv-thang-may-dong-tien-80tr-thang-60m-8-tang-mt-6-8m-gia-13-9-16308223.html"
"Tỉnh lộ 420, ,, Xã Bình Yên, ,, Huyện Thạch Thất, , Hà Nội","76 m2","","Hôm nay","","33 triệu / m2","bán 75,6m lô góc full thổ cư tại sen trì, khu công nghệ cao hòa lạc","https://alonhadat.com.vn/ban-75-6m-lo-goc-full-tho-cu-tai-sen-tri-khu-cong-nghe-cao-hoa-lac-15630776.html"
"Xã Bình Yên, ,, Huyện Thạch Thất, , Hà Nội","70 m2","","Hôm nay","","35 triệu / m2","bán 85m đất thôn cánh chủ, đường thông 3 oto tránh nhau tại hòa lạc,","https://alonhadat.com.vn/ban-70m-dat-thon-canh-chu-duong-thong-2-oto-tranh-nhau-tai-hao-lac-gia-2x-trieu-15917639.html"
"Xã Bình Yên, ,, Huyện Thạch Thất, , Hà Nội","63 m2","","Hôm nay","","1,5 tỷ","Bán 63m đất tại bình yên. Đường oto tránh. tài chính 1ty5","https://alonhadat.com.vn/ban-63m-dat-tai-binh-yen-duong-oto-tranh-full-tho--16253685.html"
"Đường Hoàng Quốc Việt, ,, Phường Nghĩa Đô, ,, Quận Cầu Giấy, , Hà Nội","65 m2","4 phòng ngủ","Hôm nay","4 lầu","16,8 tỷ","Bán Nhà Hoàng Quốc Việt Cầu Giấy-Phân Lô,Oto,Hai Thoáng-65m 4 tầng,Mt 5,7m giá 16,8 tỷ","https://alonhadat.com.vn/ban-nha-hoang-quoc-viet-cau-giay-phan-lo-oto-hai-thoang-65m-4-tang-mt-5-7m-gia-16-8-ty-16306575.html"
"Đường Hoàng Hoa Thám, ,, Phường Ngọc Hà, ,, Quận Ba Đình, , Hà Nội","50 m2","5 phòng ngủ","Hôm nay","5 lầu","16,2 tỷ","Bán Nhà Hoàng Hoa Thám Ba Đình-Phân Lô,Oto,Ô Chờ Thanh Máy-50m 5 tầng Mt 4,6m giá 16,2 tỷ","https://alonhadat.com.vn/ban-nha-hoang-hoa-tham-ba-dinh-phan-lo-oto-o-cho-thanh-may-50m-5-tang-mt-4-6m-gia-16-2-ty-16304536.html"
"Quốc Lộ 6A, ,, Thị trấn Xuân Mai, ,, Huyện Chương Mỹ, , Hà Nội","72 m2","","Hôm nay","","5,5 tỷ","CHÍNH CHỦ BÁN ĐẤT TẶNG NHÀ CẤP 4, SIÊU PHẨM MẶT ĐƯỜNG QL6A KINH DOANH SẦM UẤT","https://alonhadat.com.vn/chinh-chu-ban-dat-tang-nha-cap-4-sieu-pham-mat-duong-ql6a-kinh-doanh-sam-uat-16305748.html"
"Đường Mậu Lương, ,, Phường Kiến Hưng, ,, Quận Hà Đông, , Hà Nội","31 m2","3 phòng ngủ","Hôm nay","5 lầu","5,58 tỷ","🔥BÁN NHÀ ĐẸP KIẾN HƯNG – Ô TÔ VÀO TẬN CỬA – 5 TẦNG – CHỈ 5.58 TỶ🔥","https://alonhadat.com.vn/-ban-nha-dep-kien-hung-o-to-vao-tan-cua-5-tang-chi-5-95-ty--16184640.html"
"Đường Nguyễn Văn Cừ, ,, Phường Gia Thụy, ,, Quận Long Biên, , Hà Nội","73 m2","","Hôm nay","","13 tỷ","🏡 BÁN ĐẤT Nguyễn văn cừ – long biên – NGÕ Ô TÔ TRÁNH - 73m2 - MT 4.8m - Giá: 13 tỷ","https://alonhadat.com.vn/-ban-dat-nguyen-van-cu-long-bien-ngo-o-to-tranh-73m2-mt-4-8m-gia-13-ty-16305785.html"
"Phố Hoàng Văn Thái, ,, Phường Thượng Đình, ,, Quận Thanh Xuân, , Hà Nội","47 m2","6 phòng ngủ","Hôm nay","5 lầu","15,6 tỷ","Gấp! Bán nhà phân lô ngõ 93 Hoàng Văn Thái, ô tô vào nhà, kinh doanh, 47m2, giá nhỉnh 15tỷ","https://alonhadat.com.vn/gap-ban-nha-phan-lo-ngo-93-hoang-van-thai-o-to-vao-nha-kinh-doanh-47m2-gia-nhinh-15ty-16305780.html"
"Phố Hồng Tiến, ,, Phường Bồ Đề, ,, Quận Long Biên, , Hà Nội","72 m2","","Hôm nay","","13,1 tỷ","🏡 BÁN ĐẤT hồng tiến – long biên – NGÕ Ô TÔ TRÁNH - 72m2 - MT 4.6m - Giá: 13,1 tỷ","https://alonhadat.com.vn/-ban-dat-hong-tien-long-bien-ngo-o-to-tranh-72m2-mt-4-6m-gia-13-1-ty-16305722.html"
"Tỉnh lộ 420, ,, Xã Bình Yên, ,, Huyện Thạch Thất, , Hà Nội","100 m2","","Hôm nay","","3,2 tỷ","BÁC NÀO TÌM ĐẤT ĐẦU TƯ TẠI LÁNG HÒA LẠC THÌ XEM LUÔN LÔ NÀY 100M2 FULL THỔ CƯ","https://alonhadat.com.vn/bac-nao-tim-dat-dau-tu-tai-lang-hoa-lac-thi-xem-luon-lo-nay-100m2-full-tho-cu-16304095.html"
"Đường Trần Văn Lai, ,, Phường Mỹ Đình 2, ,, Quận Nam Từ Liêm, , Hà Nội","105 m2","3 phòng ngủ","Hôm nay","4 lầu","63 triệu / m2","Chính chủ bán căn hộ Tòa CT1 Thấp tầng,khu SUDICO Sông đà. DT 105m2 3 ngủ 2vs, BCđông nam.","https://alonhadat.com.vn/chinh-chu-ban-can-ho-toa-ct1-thap-tang-khu-sudico-song-da-dt-105m2-3-ngu-2vs-bcdong-nam--16305288.html"
"Đường Ngô Gia Tự, ,, Phường Đức Giang, ,, Quận Long Biên, , Hà Nội","112 m2","8 phòng ngủ","Hôm nay","6 lầu","22,6 tỷ","Vip Ngô Gia Tự -LB NHÀ MỚI THANG MÁY XỊN - KINH DOANH TỐT - NGAY SAU BIGC - OTO TRÁNH","https://alonhadat.com.vn/vip-ngo-gia-tu-lb-nha-moi-thang-may-xin-kinh-doanh-tot-ngay-sau-bigc-oto-tranh-16151501.html"
"Đường Trần Phú, ,, Phường Văn Quán, ,, Quận Hà Đông, , Hà Nội","30 m2","4 phòng ngủ","Hôm nay","5 lầu","6,78 tỷ","Phố Trần Phú- Văn Quán.30m2-5tầng-oto đỗ cổng.Ngõ thông tứ tung.Về ở luôn.sổ cất két.6,78T","https://alonhadat.com.vn/pho-tran-phu-van-quan-30m2-5tang-oto-do-cong-ngo-thong-tu-tung-ve-o-luon-so-cat-ket-6-78t-16305249.html"
"Đường Đỗ Đình Thiện, ,, Phường Mỹ Đình 1, ,, Quận Nam Từ Liêm, , Hà Nội","103 m2","3 phòng ngủ","Hôm nay","8 lầu","6,5 tỷ","Chuyên bán chung cư  Khu Sudico  Mỹ Đình Sông Đà, Phường Mỹ Đình,Nam Từ Liêm, Hà Nội.","https://alonhadat.com.vn/chuyen-ban-chung-cu-khu-sudico-my-dinh-song-da-phuong-my-dinh-nam-tu-liem-ha-noi--16209008.html"
"Đường Cầu Lớn-Nam Hồng, ,, Xã Nam Hồng, ,, Huyện Đông Anh, , Hà Nội","200 m2","","Hôm nay","","22 tỷ","BÁN 200M2 ĐẤT THÔN ĐOÀI, NAM HỒNG","https://alonhadat.com.vn/ban-200m2-dat-thon-doai-nam-hong-16300613.html"
"Đường Quyết Thắng, ,, Phường Yên Nghĩa, ,, Quận Hà Đông, , Hà Nội","50 m2","4 phòng ngủ","Hôm nay","4 lầu","13,6 tỷ","CẦN BÁN GẤP NHÀ 4 TẦNG TRỤC CHÍNH KINH DOANH NGÀY ĐÊM CẠNH TRƯỜNG ĐH PHENIKA,BV NHI","https://alonhadat.com.vn/can-ban-gap-can-nha-4-tang-truc-chinh-kinh-doanh-ngay-dem-canh-truong-dh-phenika-benh-vie-16305113.html"
"Đường Tây Hồ, ,, Phường Quảng An, ,, Quận Tây Hồ, , Hà Nội","314 m2","","Hôm nay","8 lầu","110 tỷ","CHÍNH CHỦ BÁN NHÀ MẶT ĐƯỜNG TÂY HỒ, 314M2, BỂ BƠI, THÁNG MÁY, HĐ THUÊ DÀI HẠN 350TR/THÁNG","https://alonhadat.com.vn/chinh-chu-ban-nha-mat-duong-tay-ho-314m2-be-boi-thang-may-hop-dong-thue-dai-han-350tr--14798086.html"
"Đường Trần Cung, ,, Phường Cổ Nhuế 1, ,, Quận Bắc Từ Liêm, , Hà Nội","48 m2","10 phòng ngủ","Hôm nay","6 lầu","10,8 tỷ","Chỉ hơn 10 tỷ có chung cư mini 48m2 phố Trần Cung, thu 50tr/tháng, ngõ thông rộng, gần phố","https://alonhadat.com.vn/ban-chung-cu-mini-48m2-pho-tran-cung-dong-tien-50tr-thang-ngo-thong-rong-gan-pho-16267136.html"
"Phố Trần Bình, ,, Phường Mai Dịch, ,, Quận Cầu Giấy, , Hà Nội","70 m2","","Hôm nay","","11,3 tỷ","Bán nhanh mảnh đất 70m2, sổ đẹp phố Trần Bình, ngõ rộng, gần phố, giá chỉ 160tr/m2","https://alonhadat.com.vn/ban-nhanh-manh-dat-70m2-so-dep-pho-tran-binh-ngo-rong-gan-pho-gia-chi-160tr-m2-16298304.html"
"Phố Quan Hoa, ,, Phường Quan Hoa, ,, Quận Cầu Giấy, , Hà Nội","70 m2","","Hôm nay","","11,6 tỷ","Nhà dòng tiền Quan Hoa 1,2 Tỷ/năm, Toà CHDV 20 Phòng, 70m2*7T, PCCC+GPXD đầy đủ, Cầu Giấy","https://alonhadat.com.vn/nha-dong-tien-quan-hoa-1-2-ty-nam-toa-chdv-20-phong-70m2-7t-pccc-gpxd-day-du-cau-giay-14629418.html"
"Đường Lê Đức Thọ, ,, Phường Mỹ Đình 2, ,, Quận Nam Từ Liêm, , Hà Nội","70 m2","","Hôm nay","","12,9 tỷ","Toà CHDV Lê Đức Thọ, Từ Liêm, 17 Phòng, Dòng tiền 95 Triệu/th, 70m2*7Tầng, trước nhà 3m","https://alonhadat.com.vn/le-duc-tho-nam-tu-liem-chdv-19-phong-dong-tien-95-trieu-th-85m2-7tang-truoc-nha-3m-14513121.html"
"Đường Phạm Văn Đồng, ,, Phường Mai Dịch, ,, Quận Cầu Giấy, , Hà Nội","68 m2","","Hôm nay","","10,2 tỷ","Bán toà CCMN Phạm Văn Đồng 68m2*6T, Ngoại Giao Đoàn, Ciputra, 15 phòng, Dòng tiền 90 Triệu","https://alonhadat.com.vn/ban-toa-ccmn-pham-van-dong-68m2-6t-ngoai-giao-doan-ciputra-15-phong-dong-tien-90-trieu-14223171.html"
"Đường Yên Hòa, ,, Phường Yên Hòa, ,, Quận Cầu Giấy, , Hà Nội","75 m2","","Hôm nay","","14,5 tỷ","Bán Tòa CHDV Yên Hoà, 75m2, 7 Tầng TM, 25 Phòng, Dòng Tiền 120 Triệu, Xây Mới, Đủ PCCC","https://alonhadat.com.vn/ban-toa-chdv-yen-hoa-75m2-7-tang-tm-25-phong-dong-tien-120-trieu-xay-moi-du-pccc-16303663.html"
"Đường Đồng Vân 2, ,, Xã Đồng Tháp, ,, Huyện Đan Phượng, , Hà Nội","48 m2","","Hôm nay","","3,2 tỷ","ĐẤT VÀNG TẠI ĐAN PHƯỢNG – GIỮ TIỀN AN TOÀN, SINH LỜI MẠNH","https://alonhadat.com.vn/dat-vang-tai-dan-phuong-giu-tien-an-toan-sinh-loi-manh-16295538.html"
"Đường Láng, ,, Phường Thịnh Quang, ,, Quận Đống Đa, , Hà Nội","70 m2","10 phòng ngủ","Hôm nay","7 lầu","12 tỷ","CCMN LÁNG 70M2 7 TẦNG 10PKK PCCC ĐẦY ĐỦ DOANH THU 700TR GIÁ 12 TỶ","https://alonhadat.com.vn/ccmn-lang-70m2-7-tang-10pkk-pccc-day-du-doanh-thu-700tr-gia-12-ty-15532340.html"
"Đường Trường Chinh, ,, Phường Khương Thượng, ,, Quận Đống Đa, , Hà Nội","60 m2","15 phòng ngủ","Hôm nay","6 lầu","11 tỷ","BÁN CCMN CỰC ĐẸP TRƯỜNG CHINH 60M2 6 TẦNG 15PKK GIÁ HƠN 11 TỶ","https://alonhadat.com.vn/ban-ccmn-cuc-dep-truong-chinh-60m2-6-tang-15pkk-gia-hon-11-ty-15561034.html"
"Phố Xã Đàn, ,, Phường Phương Liên, ,, Quận Đống Đa, , Hà Nội","55 m2","12 phòng ngủ","Hôm nay","7 lầu","10 tỷ","TÒA CHDV ĐỒNG ĐA 55M2 7 TẦNG 12PKK DÒNG TIỀN 700TR/NĂM GIÁ CHỈ HƠN 10 TỶ","https://alonhadat.com.vn/toa-chdv-dong-da-55m2-7-tang-12pkk-dong-tien-700tr-nam-gia-chi-hon-10-ty-16097861.html"
"Phố Xã Đàn, ,, Phường Phương Liên, ,, Quận Đống Đa, , Hà Nội","73 m2","21 phòng ngủ","Hôm nay","8 lầu","15 tỷ","TÒA CHDV CỰC ĐẸP XÃ ĐÀN 73M2 8 TẦNG 21 PKK FULL NỘI THẤT GIÁ CHỈ 15 TỶ","https://alonhadat.com.vn/toa-chdv-cuc-dep-xa-dan-73m2-8-tang-21-pkk-full-noi-that-gia-chi-15-ty-16139148.html"
"Đường Lê Trọng Tấn, ,, Phường La Khê, ,, Quận Hà Đông, , Hà Nội","9.000 m2","","Hôm nay","1 lầu","300 tỷ","BÁN ĐẤT MP LÊ TRỌNG TẤN – ĐỐI DIỆN PARK CITY 9000M2 MT 65M2 GIÁ HƠN 300 TỶ","https://alonhadat.com.vn/ban-dat-mp-le-trong-tan-doi-dien-park-city-9000m2-mt-65m2-gia-hon-300-ty-16158201.html"
"Phố Nhân Hòa, ,, Phường Nhân Chính, ,, Quận Thanh Xuân, , Hà Nội","70 m2","5 phòng ngủ","Hôm nay","6 lầu","20 tỷ","BÁN GẤP NHÀ MP NHÂN HÒA – THANH XUÂN 70M2 X 6T MẶT TIỀN 5M GIÁ CHỈ 20 TỶ","https://alonhadat.com.vn/ban-gap-nha-mp-nhan-hoa-thanh-xuan-70m2-x-6t-mat-tien-5m-gia-chi-20-ty-16211121.html"
"Đường Kim Giang, ,, Phường Kim Giang, ,, Quận Thanh Xuân, , Hà Nội","145 m2","35 phòng ngủ","Hôm nay","8 lầu","26,9 tỷ","BÁN TÒA CCMN KIM GIANG 145M2 8 TẦNG 35PKK DÒNG TIỀN KHỦNG GIÁ CHỈ 26.9 TỶ","https://alonhadat.com.vn/ban-toa-ccmn-kim-giang-145m2-8-tang-35pkk-dong-tien-khung-gia-chi-26-9-ty-16225751.html"
