"Description","Location","Price","Price per m²","Space","Title"
"2 PN • Chung cư","Quận Nam Từ Liêm • 4 ngày trước","2,3 tỷ","35 tr/m²","65 m²","Chính chủ bán chung cư M1 Mỹ đình- Đình Thôn 35-50m2 ,Full đồ ,ở luôn"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 4 ngày trước","2,3 tỷ","35 tr/m²","65 m²","BÁN NHÀ ĐỊNH CÔNG HOÀNG MAI GẦN HỒ GIÁ CỰC TỐT DT: 32m2, 5Tầng, 4 Ngủ"
"1 PN • Hướng Tây Nam • Chung cư","Quận Nam Từ Liêm • hôm qua","2,71 tỷ","80 tr/m²","34 m²","Bán CC The Sakura - Vinhomes Smart City, 2,71 tỷ, 34m2, 1PN, 1WC"
"1 PN • Chung cư","Quận Nam Từ Liêm • hôm qua","2,71 tỷ","80 tr/m²","34 m²","Bán CC Imperia Smart City, 3,88 tỷ, 47,7m2, 1PN, View Hồ , Tây Mỗ"
"3 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","2,71 tỷ","80 tr/m²","34 m²","SIÊU PHẨM NHÀ ĐẸP VĂN PHÚ- ÔTÔ ĐỖ CỬA -THANG MÁY - NỘI THẤT LONG LANH"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","2,71 tỷ","80 tr/m²","34 m²","NHÀ PHỐ CÁT LINH – 5 TẦNG MỚI, GIÁ CHỈ 4.95 TỶ XÁCH VALI VỀ Ở"
"3 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","2,71 tỷ","80 tr/m²","34 m²","TRẦN PHÚ CÁCH GA VĂN QUÁN 15M-NGÕ BA GÁC TRÁNH SH THOẢI MÁI"
"3 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • hôm qua","2,71 tỷ","80 tr/m²","34 m²","HOÀNG MAI - TRƯƠNG ĐỊNH - 5 TẦNG 3 NGỦ - Ở NGAY - CHỈ CÓ GIÁ 6,26 TỶ"
"5 PN • Nhà biệt thự","Huyện Mê Linh • hôm qua","2,71 tỷ","80 tr/m²","34 m²","🏡 BÁN CĂN 𝔹𝕀𝔼̣̂𝕋 𝕋ℍ𝕌̛̣ 𝕍𝕀𝕃𝕃𝔸 𝗞Đ𝗧 𝗟ONG VIỆT MÊ LINH"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","2,71 tỷ","80 tr/m²","34 m²","THỊNH QUANG- DT:31M -MT:4,5M -5 TẦNG, 3 NGỦ ĐỦ CÔNG NĂNG - CHỈ 6,35 TỶ"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","2,71 tỷ","80 tr/m²","34 m²","Minh Khai 5 tầng lô góc mặt tiền 6 mét 32 mét vuông 6.86 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Hà Đông • hôm qua","2,71 tỷ","80 tr/m²","34 m²","NHÀ QUANG TRUNG MẶT NGÕ LÔ GÓC CÁCH Ô TÔ 10M"
"3 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • hôm qua","2,71 tỷ","80 tr/m²","34 m²","ĐẸP LONG LANH_NGUYỄN KHÁNH TOÀN_6TÀNG THANG MÁY_FULL NỘI THẤT_GẦN OTO"
"Đất thổ cư • Ngang 6 m","Huyện Phú Xuyên • hôm qua","2,71 tỷ","80 tr/m²","34 m²","Bán gấp đất đấu giá Đồng phố Tân dân phú Xuyên"
"Đất thổ cư","Huyện Thường Tín • hôm qua","2,71 tỷ","80 tr/m²","34 m²","Đất vành đai 4"
"3 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • hôm qua","2,71 tỷ","80 tr/m²","34 m²","CỰC HIẾM_PHỐ TRẦN BÌNH_6TẦNG THANG MÁY_FULL NỘI THẤT_NHANH TAY"
"Đất thổ cư • Ngang 8 m","Huyện Phú Xuyên • hôm qua","2,71 tỷ","80 tr/m²","34 m²","Bán đất mặt đường"
"4 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • hôm qua","2,71 tỷ","80 tr/m²","34 m²","SIÊU ĐẸP TÂY MỖ_6 TẦNG THANG MÁY_20M Ô TÔ TRÁNH_XÂY MỚI_2 THOÁNG"
"6 PN • Nhà mặt phố, mặt tiền","Quận Thanh Xuân • hôm qua","2,71 tỷ","80 tr/m²","34 m²","CHỦ CẦN BÁN GẤP – MẶT PHỐ HẠ ĐÌNH – HAI MẶT THOÁNG – CÓ THUÊ ỔN ĐỊNH"
"4 PN • Nhà ngõ, hẻm","Quận Ba Đình • hôm qua","2,71 tỷ","80 tr/m²","34 m²","Hàng tuyển- Phố Phan Kế Bính 6T thang máy, 4 Ngủ, gần công viên Thủ Lệ"
"4 PN • Nhà ngõ, hẻm","Quận Ba Đình • hôm qua","2,71 tỷ","80 tr/m²","34 m²","🌟 ĐỘC NHẤT PHỐ ĐÀO TẤN – 46M² x 6 TẦNG THANG MÁY – GẦN HỒ NGỌC KHÁNH"
"4 PN • Nhà ngõ, hẻm","Quận Ba Đình • hôm qua","2,71 tỷ","80 tr/m²","34 m²","6T tháng máy, ô tô đỗ, chỉ 8.6 tỷ, nhà bán phố Đào Tấn, Quận Ba Đinh."
"3 PN • Nhà mặt phố, mặt tiền","Quận Đống Đa • hôm qua","6,595 tỷ","227 tr/m²","29 m²","CHÍNH CHỦ TÔI BÁN NHÀ KIM HOA LÔ GÓC KINH DOANH"
"3 PN • Nhà mặt phố, mặt tiền","Quận Đống Đa • hôm qua","6,595 tỷ","227 tr/m²","29 m²","TÔI BÁN NHÀ NGÕ KINH DOANH PHỐ KIM HOA 3T LÔ GÓC"
"4 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • hôm qua","6,595 tỷ","227 tr/m²","29 m²","Bán nhà đẹp Kim Giang 35m2*4T, Ngõ thông, 2 thoáng, Gần ô tô, Giá 6,75"
"3 PN • Chung cư","Quận Thanh Xuân • hôm qua","6,595 tỷ","227 tr/m²","29 m²","Bán chung cư Sapphire Số 4 Chính Kinh 100m2, 3 ngủ, 2 vs chỉ 6.X tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • hôm qua","6,595 tỷ","227 tr/m²","29 m²","Nhà Cầu Giấy, cách ô tô 30m, ngõ thông, full nội thất ở luôn 41m2."
"4 PN • Nhà mặt phố, mặt tiền","Huyện Hoài Đức • hôm qua","6,595 tỷ","227 tr/m²","29 m²","NHÀ ĐẸP VÂN CANH (GIÁ RẺ)"
"4 PN • Hướng Đông Bắc • Nhà mặt phố, mặt tiền","Quận Long Biên • hôm qua","6,595 tỷ","227 tr/m²","29 m²","Bán nhà mặt phố Bắc Cầu, Ngọc Thuỵ, Long Biên. Dt: 35m2 xay 4 tầng"
"Đất thổ cư • Ngang 5 m","Huyện Thường Tín • hôm qua","6,595 tỷ","227 tr/m²","29 m²","ĐẤT KINH DOANH - ĐẤU GIÁ NGUYỄN DU - THỊ TRẤN THƯỜNG TÍN - HÀ NỘI"
"4 PN • Nhà mặt phố, mặt tiền","Quận Bắc Từ Liêm • hôm qua","6,595 tỷ","227 tr/m²","29 m²","NHÀ LIÊN MẠC QUẬN BẮC Ô TÔ ĐỖ GẦN"
"3 PN • Hướng Nam • Nhà mặt phố, mặt tiền","Quận Bắc Từ Liêm • hôm qua","6,595 tỷ","227 tr/m²","29 m²","NHÀ FULL NỘI THẤT PHÚ DIỄN"
"4 PN • Nhà mặt phố, mặt tiền","Quận Bắc Từ Liêm • hôm qua","6,595 tỷ","227 tr/m²","29 m²","NHÀ LIÊN MẠC NGÕ THÔNG Ô TÔ VÀO NHÀ"
"5 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","6,595 tỷ","227 tr/m²","29 m²","BÁN NHÀ PHỐ THÁI THỊNH ĐỐNG ĐA- MẶT NGÕ -THÔNG - 20M RA MẶT PHỐ"
"2 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","6,595 tỷ","227 tr/m²","29 m²","Bán nhà Ngọc Thuỵ ô tô đỗ cửa giá chỉ nhỉnh 6 tỷ"
"5 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","6,595 tỷ","227 tr/m²","29 m²","BÁN NHÀ THẠCH BÀN CỔ LINH 50M 4 TẦNG CÓ SÂN RIÊNG 5,6 TỶ"
"3 PN • Nhà mặt phố, mặt tiền","Huyện Hoài Đức • hôm qua","6,595 tỷ","227 tr/m²","29 m²","NHÀ ĐẸP GIÁ RẺ KIM CHUNG"
"4 PN • Nhà mặt phố, mặt tiền","Quận Hoàng Mai • hôm qua","6,595 tỷ","227 tr/m²","29 m²","Nhà Mặt Phố Giáp Bát - Kinh Doanh sầm uất,dòng tiền ổn định đầu tư tốt"
"4 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • hôm qua","6,595 tỷ","227 tr/m²","29 m²","Trần Thái Tông! 50m ra phố ngõ thông 3 gác đỗ cửa nhà dân xây 42m2*5T."
"nhiều hơn 10 PN • Nhà mặt phố, mặt tiền","Huyện Thanh Trì • hôm qua","6,595 tỷ","227 tr/m²","29 m²","Toà Nhà 7 Tầng Ngũ Hiệp 368/400m2 mặt tiền 9m Kinh Doanh Các Loại Hình"
"2 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • hôm qua • Tin nổi bật","6,595 tỷ","227 tr/m²","29 m²","BÁN NHÀ CẦU GIẤY, THOÁNG TRƯỚC SAU, VỊ TRÍ THUẬN LỢI, CHỦ TỰ XÂY DỰNG"
"3 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","6,595 tỷ","227 tr/m²","29 m²","BÁN NHÀ PHỐ PHÚC LỢI GẦN VIMHOME RIVERSIDE, 4.3 TỶ 5 TẦNG 35M,FULL NT"
"2 PN • Chung cư","Quận Cầu Giấy • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Cần bán căn hộ: 𝐇𝐇𝟏 𝐃ươ𝐧𝐠 Đì𝐧𝐡 𝐍𝐠𝐡ệ, 3 ngủ, đầy đủ nội thất"
"1 PN • Chung cư","Quận Nam Từ Liêm • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Imperia Smart city- Căn hộ 1PN+1 giá tốt, cạnh nhà xe, cạnh công viên"
"8 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Bán nhà 7tầng thang máy 7PN khép kín full công năng,56m² Ở- cho thuê"
"1 PN • Chung cư","Quận Nam Từ Liêm • hôm qua","6,2 tỷ","62 tr/m²","100 m²","ĐỪNG BỎ LỠ! Căn hộ 1PN+1 Vinhomes Smart City - Giá tốt-View đẹp"
"3 PN • Nhà ngõ, hẻm","Quận Nam Từ Liêm • hôm qua","6,2 tỷ","62 tr/m²","100 m²","MỸ ĐÌNH 34M2 x 5T - Ô TÔ QUA NHÀ - 30M MẶT PHỐ - GIÁ 8.3 TỶ."
"1 PN • Chung cư","Quận Nam Từ Liêm • hôm qua","6,2 tỷ","62 tr/m²","100 m²","BÁN CĂN HỘ 1PN – TÒA S4.03 VINHOMES SMART CITY 38M GIÁ 2.7"
"4 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Phân lô Quân Đội Lê Trọng Tấn- 37m2 – 12.5 tỷ- ô tô tránh- kinh doanh"
"4 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Bán nhà đẹp ở ngay ngõ 559 Kim Ngưu ô tô đõ gần,50mx5T chỉ 7,85 tỷ"
"4 PN • Chung cư","Quận Bắc Từ Liêm • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Chung Cư Scitech Tower 304 Hồ Tùng Mậu 4 Ngủ chỉ 5.15 tỷ"
"6 PN • Nhà mặt phố, mặt tiền","Quận Thanh Xuân • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Nhà đẹp 7t thang máy 2 mặt phố Giáp Nhất, Thanh Xuân 75m chỉ 28 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Bán căn hộ tập thể Hoàng Cầu, ô tô tránh, 3 ngủ, full nội thất, 5,3 tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Nhà Lạc Trung ô tô đỗ cửa trung tâm Hai Bà Trưng 65 chỉ 15,9 tỷ"
"6 PN • Hướng Đông Nam • Nhà mặt phố, mặt tiền","Quận Thanh Xuân • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Bán nhà 8 tầng thang máy khuất duy tiến , nhà mới phù hợp kinh doanh"
"2 PN • Tập thể, cư xá","Quận Hai Bà Trưng • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Căn hộ 85m2 sổ đỏ phố Bạch Mai, Thanh Nhàn ô tô đỗ cửa , sổ đỏ tầng 1"
"3 PN • Nhà ngõ, hẻm","Quận Tây Hồ • hôm qua","6,2 tỷ","62 tr/m²","100 m²","NHÀ DÂN XÂY XUÂN LA 44,1m2-NGÕ THÔNG-NỞ HẬU-OTO ĐỖ 15M"
"6 PN • Nhà ngõ, hẻm","Quận Long Biên • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Ô Cách - Đức Giang - Tương Lai đường trước nhà 22m - Cơ hội đầu tư ."
"6 PN • Nhà biệt thự","Quận Nam Từ Liêm • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Biệt thự LuoisĐạiMỗ, 96m2, mặt tiền 28,5 tỷ - liên hệ ***"
"Đất thổ cư • Ngang 4 m","Quận Nam Từ Liêm • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Đất Tây mỗ ngõ thông ôtô vào đất"
"2 PN • Nhà ngõ, hẻm","Quận Đống Đa • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Nhà chính chủ 2C Thổ Quan KD sầm uất ngay sát đường Khâm Thiên"
"Đất thổ cư • Ngang 5 m","Quận Nam Từ Liêm • hôm qua","6,2 tỷ","62 tr/m²","100 m²","Đất Đại mỗ ôtô vào đất ngõ thông kinh doanh"
"4 PN • Hướng Đông Nam • Nhà ngõ, hẻm","Quận Hà Đông • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","CẦN TIỀN BÁN SỚM"
"3 PN • Hướng Đông Bắc • Nhà phố liền kề","Quận Tây Hồ • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","🌺🌺🌺SIÊU PHẨM XUÂN LA, TÂY HỒ CỰC ĐẸP❤️DT 31m2, 5 TẦNG"
"8 PN • Nhà mặt phố, mặt tiền","Huyện Thanh Trì • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","✅ B ÁN NHÀ Ngũ Hiệp - Thanh Trì"
"Đất thổ cư • Ngang 5 m","Huyện Đông Anh • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","Bán 103m2 Vân Nội, Đất Thổ cư đường thông.View quy hoạch đường 100"
"5 PN • Nhà mặt phố, mặt tiền","Quận Cầu Giấy • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","Nguyễn Văn Huyên oto vào nhà thang máy kinh doanh đỉnh sổ nét căng"
"Đất nền dự án • Ngang 4 m","Huyện Hoài Đức • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","38,6m2 mặt đường Vành Đai 3.5 An Khánh - Hoài Đức"
"2 PN • Chung cư","Quận Hai Bà Trưng • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","Bán nhà tập thể Quỳnh Mai, HBT, Hà nội. Tầng 5, 70m2, giá 3,25tỷ;"
"4 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","Bán nhà Vũ Trọng Phụng, 10m ra mặt phố, 2 thoáng, mới đẹp ở ngay 37m2."
"3 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","NHÀ ĐẸP PHỐ CHÍNH KINH - NGUYỄN TRÃI 40m x 5 TẦNG SỔ ĐỎ THANH XUÂN A4"
"3 PN • Hướng Đông Nam • Nhà ngõ, hẻm","Quận Long Biên • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","Bán nhà 4 tầng 50m, mới khu Nguyễn Lam, Phúc Đồng, Long Biên, Hà Nội"
"nhiều hơn 10 PN • Nhà mặt phố, mặt tiền","Huyện Hoài Đức • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","BÁN NHÀ 7T PHÂN LÔ OTO - DÒNG TIỀN 600 TR/NĂM - GẦN ĐH CÔNG NGHIỆP."
"Đất thổ cư • Ngang 3.67 m","Quận Bắc Từ Liêm • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","Đất Ngõ Thông - Kinh Doanh 40m2 Thuỵ Phương"
"6 PN • Nhà mặt phố, mặt tiền","Quận Thanh Xuân • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","Mặt Phố Cự Lộc – Thanh Xuân 38m2 5T – Hàng xóm Royal City"
"4 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","Nhà Nguyễn Trãi, lô góc 2 thoáng, ô tô đỗ, full nội thất, 36m2*5T"
"4 PN • Nhà ngõ, hẻm","Quận Đống Đa • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","Cần bán gấp nhà phố Cát Linh - Đống Đa. Vị trí trung tâm, khu phân lô,"
"3 PN • Hướng Tây • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","BÁN NHÀ NGÕ 454 MINH KHAI – 30M2 – 5,8 TỶ– SÁT ĐƯỜNG OTO – DÂN TRÍ CAO"
"3 PN • Nhà ngõ, hẻm","Quận Cầu Giấy • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","PHÂN LÔ MAI DỊCH 43M2 x 5T - ÔTÔ ĐỖ CỬA - NHÀ ĐẸP - GIÁ 9.35 TỶ."
"3 PN • Tập thể, cư xá","Quận Đống Đa • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","Tập thể Kim Liên 75m 3PN sổ đỏ chính chủ gần phố Thái Hà Tôn Đức Thắng"
"Đất thổ cư","Quận Nam Từ Liêm • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","BÁN Đất mặt ngõ 2 ô tô 16 tránh Đỗ cửa ,DT 75 m2 _ Kinh doanh _Mỹ Đình"
"Đất nền dự án • Ngang 6 m","Quận Long Biên • 21 giờ trước","3,95 tỷ","132 tr/m²","30 m²","Đất đấu giá cự khối -long biên"
"2 PN • Tập thể, cư xá","Quận Hai Bà Trưng • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Cực hiếm . Tập thể phố cổ Ngô Thì Nhậm view phố , 2 mặt thoáng vĩnh v"
"4 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","cần bán Lương Đình Của, 53m2x4,5T ngõ thông kd, trc nhà 2,5m"
"3 PN • Hướng Nam • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","LÁNG - NHÀ ĐẸP Ở NGAY GẦN OTO - GIÁ ĐẦU TƯ 7.4 Tỷ"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Hiếm! Thái Thịnh, ngõ nông, 2 thoáng, gần phố, nhà mới đẹp ở ngay kho"
"4 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Cực Hiếm! Tôn Thất Tùng, lô góc, Kinh doanh, ô tô cách 50m, 49m2*5T"
"4 PN • Nhà ngõ, hẻm","Quận Hoàng Mai • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","CHÍNH CHỦ CẦN BÁN NHÀ KIM GIANG DT: 31m2, MT3,9m, 4 Tầng. 2 Mặt Thoang"
"Đất thổ cư • Ngang 5 m","Huyện Mê Linh • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Bán Lô Đất Vàng 200m2 Tại Thanh Lâm - An Cư Lập Nghiệp Hoàn Hảo"
"3 PN • Nhà ngõ, hẻm","Quận Đống Đa • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Hiếm! Mặt ngõ Tây Sơn, Kinh doanh,30m ra Ô tô, Lô góc"
"6 PN • Nhà mặt phố, mặt tiền","Quận Cầu Giấy • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","BÁN NHÀ NGUYỄN KHẢ TRẠC - CẦU GIẤY - NHÀ MẶT PHỐ - OTO TRÁNH"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Ngõ 412 Ngọc Thuỵ - Long Biên DT : 30m - 5 tầng - MT 4m Giá : 5 tỷ"
"1 PN • Chung cư","Huyện Thanh Trì • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Cực sốc!Chỉ 1.57 tỷ có ngay căn hộ chung cư Đại Thanh 42m2 1PN Tầng 16"
"4 PN • Nhà ngõ, hẻm","Quận Ba Đình • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Nhà phố Vĩnh Phúc, nhà thoáng gần phố chỉ 7.9 tỷ có thương lượng"
"3 PN • Nhà ngõ, hẻm","Quận Long Biên • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Bán nhà Thạch Bàn 42mx 6 tầng thang máy ô tô full nội thất giá 7,2 tỷ"
"3 PN • Nhà ngõ, hẻm","Huyện Thanh Trì • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Ngọc Hồi - Sát TT Văn Điển - Bán Đất Tặng Nhà"
"4 PN • Nhà mặt phố, mặt tiền","Huyện Thanh Trì • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Quỳnh Đô 45m x 4 Tầng Ô Tô Đỗ Cửa"
"Đất thổ cư","Huyện Thanh Trì • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Vạn Phúc - 40m Chỉ 2,x T.ỷ Ô Tô Vào Đất"
"3 PN • Nhà ngõ, hẻm","Huyện Thanh Trì • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Vĩnh Quỳnh - 48m x 3 Tầng - Ô Tô Đỗ Cửa Chỉ 4,x T.ỷ"
"3 PN • Nhà ngõ, hẻm","Quận Tây Hồ • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Nhà riêng Hoàng Hoa Thám, 5 Tầng, chỉ hơn 5 tỷ, dân xây, gần Hồ Tây"
"5 PN • Nhà mặt phố, mặt tiền","Huyện Thanh Trì • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","Ngũ Hiệp - 77m x 4 Tầng ô Tô Đỗ Cổng Chỉ Hơn 5 Đồng"
"2 PN • Chung cư","Quận Nam Từ Liêm • 3 ngày trước","5,38 tỷ","67 tr/m²","80 m²","bán căn hộ FLC Green home, 45m2, 2pn, 2vs, đồ cơ bản, giá rẻ,"
"6 PN • Nhà ngõ, hẻm","Quận Tây Hồ • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","BÁN NHÀ TRÍCH SÀI - PHÂN LÔ, GẦN PHỐ, 10M RA Ô TÔ TRÁNH DỪNG ĐỖ 24/7"
"3 PN • Chung cư","Quận Nam Từ Liêm • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","Bán 3N Toà I1 full đồ mới 6,02 tỷ có thương lượng"
"4 PN • Nhà mặt phố, mặt tiền","Quận Tây Hồ • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","BÁN LÔ GÓC MẶT PHỐ, 5 TẦNG – KINH DOANH ĐA DẠNG, 86,3 M2, GIÁ 18 TỶ."
"1 PN • Nhà mặt phố, mặt tiền","Quận Hoàng Mai • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","Bán nhà mặt phố Lĩnh Nam 230M ,MT9m + 57 Tỷ-Lô Góc-Ko QH"
"6 PN • Hướng Tây Nam • Nhà ngõ, hẻm","Quận Đống Đa • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","BÁN NHÀ MẶT NGÕ TÔN THẤT TÙNG ĐÔNG ĐA 44M2;5 TẦNG;MẶT 3,5M;6 PN;9,8TỶ."
"7 PN • Hướng Bắc • Nhà mặt phố, mặt tiền","Quận Hà Đông • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","Siêu phẩm đầu tư, Nhà phân lô Tố Hữu 60m nhỉnh 7 tỷ cực HIẾM"
"3 PN • Hướng Tây Bắc • Nhà ngõ, hẻm","Huyện Hoài Đức • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","nhà Lai Xá - mặt ngõ thông - 5 tầng - ô tô đỗ cách nhà 10m"
"2 PN • Chung cư","Huyện Gia Lâm • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","Căn hộ 2N2vs 68m2 chỉ 3.1 tỷ. full nội thất view thoáng tại vin ocp"
"3 PN • Nhà ngõ, hẻm","Quận Tây Hồ • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","BÁN NHÀ THỤY KHUÊ, NHÀ ĐẸP LUNG LINH, VỊ TRÍ TIỆN TÍCH,NGÕ RỘNG THOÁNG"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","nhà khu vực kim ngưu trần khát chân 37 m 3 ngủ dưới 6.5 tỷ"
"3 PN • Chung cư","Quận Cầu Giấy • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","Bán căn hộ Toà B3C Nam Trung Yên 112m2 chào 7.3 tỷ"
"1 PN • Chung cư","Huyện Gia Lâm • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","Em Cần Bán Căn 1N + 1, 47m2 giá tốt 2 tỷ 280triệu. Vinhomes Ocean Park"
"5 PN • Nhà ngõ, hẻm","Quận Tây Hồ • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","BÁN NHÀ TRUNG TÂM QUẬN TÂY HỒ MẶT TIỀN RỘNG HƠN 6M"
"4 PN • Nhà ngõ, hẻm","Quận Thanh Xuân • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","Vip! Nhà Ngã Tư Sở ô tô đỗ, nhà xây kiên cố, full nội thất 38m2*5T"
"Đất thổ cư","Huyện Sóc Sơn • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","Chỉ 2xtr/m đất Đông Lai,Quang Tiến,Sóc Sơn ,ngõ thông vofmg quanh"
"2 PN • Chung cư","Huyện Gia Lâm • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","Quỹ căn 2N+1WC lớn, giá tốt từ 2tỷ 750triệu.KĐT Vinhomes Ocean Park"
"1 PN • Chung cư","Huyện Gia Lâm • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","Cần bán studio giá rẻ view thoáng 1 tỷ 680tr. KĐT Vinhomes Ocean Park"
"3 PN • Chung cư","Huyện Gia Lâm • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","Em Cần Bán căn 3N/2VS Góc 80m2 Full đồ Tại KĐT Vinhomes Ocean Park"
"nhiều hơn 10 PN • Nhà ngõ, hẻm","Quận Đống Đa • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","Bán tòa nhà Pháo Đài Láng: 80m2, 7 tầng, 20 phòng mới tinh"
"3 PN • Nhà ngõ, hẻm","Quận Hai Bà Trưng • 4 ngày trước","16 tỷ","276 tr/m²","58 m²","MINH KHAI, NGÕ THÔNG KINH DOANH - LÔ GÓC - ÔTÔ ĐỖ CỬA, 68M2 - 10.5 TỶ"
